#Network	Quality Score	P-value	Gene List
N025M00011	0.7145	0.00000	Svm6G0014080 Svm9G0044810 Svm4G0013430 Svm1G0015380 Svm3G0048710 Svm5G0033350 Svm5G0011960 Svm3G0000690 Svm9G0065170 Svm1G0044670 Svm3G0005390 Svm2G0005180 Svm7G0010990 Svm5G0037240 Svm6G0022090 Svm3G0049150 Svm9G0023450 Svm4G0024860 Svm9G0037190 Svm8G0003420 Svm5G0044390 Svm1G0042050 Svm1G0026940 Svm2G0057360 Svm4G0016070 Svm5G0039510 Svm1G0004910 Svm6G0026790 Svm6G0029630 Svm5G0030870 Svm3G0036370 Svm4G0001900 Svm1G0003040 Svm7G0005330 Svm3G0043220 Svm5G0039520 Svm5G0011320 Svm4G0036780 Svm5G0042830 Svm9G0028920 Svm6G0005160 Svm6G0007830 Svm1G0030310 Svm4G0019900 Svm3G0018760 Svm2G0043610 Svm1G0002650 Svm1G0029390 Svm6G0012740 Svm1G0030950 Svm8G0030990 Svm9G0012780 Svm2G0039640 Svm1G0017030 Svm1G0040040 Svm6G0009850 Svm4G0033020 Svm6G0027410 Svm2G0041240 Svm1G0030430 Svm3G0050190 Svm2G0027440 Svm5G0002160 Svm1G0007720 Svm2G0045920 Svm1G0041250 Svm4G0015490 Svm8G0034840 Svm4G0025100 Svm1G0000050 Svm1G0010770 Svm1G0024400 Svm2G0031170 Svm2G0031920 Svm2G0007730 Svm1G0033280 Svm2G0012980 Svm5G0035440 Svm8G0026480 Svm4G0022070 Svm7G0031850 Svm1G0021580 Svm5G0055520 Svm6G0032880 Svm6G0029740 Svm1G0028960 Svm2G0007450 Svm5G0035040 Svm3G0025020 Svm3G0054080 Svm6G0013470 Svm9G0048770 Svm3G0008230 Svm9G0016010 Svm6G0027920 Svm5G0000860 Svm5G0040780 Svm4G0009580 Svm5G0000880 Svm9G0062900 Svm8G0028200 Svm9G0021420 Svm8G0036370 Svm3G0039300 Svm1G0038530 Svm2G0046170 Svm6G0016100 Svm9G0066820 Svm4G0028760 Svm2G0040130 Svm7G0034680 SvmUn2G0001790 Svm3G0046410 Svm3G0047060 Svm6G0004140 Svm2G0006780 Svm4G0032850 Svm7G0039140 Svm7G0035460 Svm7G0008790 Svm6G0019590
N025M00012	0.7146	0.00000	Svm3G0048510 Svm1G0026420 Svm2G0012920 Svm9G0013850 Svm9G0039560 Svm1G0027520 Svm5G0029270 Svm2G0057320 Svm3G0012170 Svm3G0012220 Svm3G0031200 Svm1G0003420 Svm3G0049770 Svm4G0029790 Svm7G0029900 Svm5G0010440 Svm3G0002380 Svm6G0005900 Svm7G0010600 Svm4G0018900 Svm8G0018600 Svm8G0021720 Svm9G0007300 Svm5G0022030 Svm9G0017920 Svm9G0029810 Svm9G0037450 Svm1G0019690 Svm7G0004820 Svm4G0024220 Svm5G0025690 Svm2G0016410 Svm7G0017800 Svm4G0027520 Svm6G0009750 Svm4G0013780 Svm4G0013790 Svm8G0036210 Svm2G0014880 Svm8G0036270 Svm8G0006740 Svm8G0036350 Svm3G0048350 Svm1G0017550 Svm3G0010490 Svm6G0010320 Svm2G0048120 Svm9G0049110 Svm9G0036370 Svm1G0030040 Svm2G0014580 Svm1G0003480 Svm6G0017180 Svm8G0003610 Svm8G0006610 Svm2G0003740 Svm4G0034300 Svm5G0016990 Svm7G0019590 Svm9G0019020 Svm5G0018910 Svm3G0001800 Svm1G0034760 Svm7G0001000 Svm6G0008640 Svm3G0049320 Svm7G0042740 Svm6G0004270 Svm4G0022470 Svm6G0011890 Svm4G0010360 Svm3G0034710 Svm3G0037620 Svm4G0019060 Svm2G0020630 Svm1G0034590 Svm4G0005300 Svm3G0052260 Svm1G0013950 Svm7G0026610 Svm8G0013620 Svm9G0015100 Svm8G0033180 Svm5G0020640 Svm9G0033510 Svm7G0000170 Svm6G0017850 Svm9G0047460 Svm9G0020540 Svm3G0053250 Svm6G0034110 Svm7G0002880 Svm4G0012350 Svm7G0040680 Svm1G0017870 Svm5G0012750 Svm1G0022110 Svm2G0021410 Svm6G0019990 Svm6G0014690 Svm5G0001510 Svm6G0009980 Svm8G0030230 Svm6G0011260 Svm6G0029610 Svm1G0037700 Svm7G0015560 Svm2G0002010 Svm6G0029090 Svm1G0032980 Svm4G0017380 Svm4G0024950 Svm3G0043140 Svm2G0042070 Svm4G0025450 Svm7G0041530 Svm8G0029300 Svm3G0041840 Svm7G0018910 Svm3G0029580 Svm6G0035160
N025M00013	0.8235	0.00000	Svm9G0033340 Svm1G0022250 Svm1G0027170 Svm1G0028220 Svm1G0030900 Svm1G0042130 Svm1G0043230 Svm1G0047230 Svm2G0051640 Svm3G0004340 Svm3G0010290 Svm3G0021870 Svm3G0030770 Svm3G0033500 Svm3G0034810 Svm4G0017930 Svm4G0017970 Svm4G0022880 Svm4G0025660 Svm4G0031960 Svm5G0001060 Svm5G0004200 Svm5G0008980 Svm5G0014650 Svm5G0024420 Svm5G0026140 Svm5G0028370 Svm5G0030490 Svm5G0038090 Svm5G0041370 Svm5G0044090 Svm5G0051800 Svm6G0000060 Svm6G0014120 Svm6G0015640 Svm6G0016160 Svm6G0031220 Svm7G0001090 Svm7G0003660 Svm7G0004220 Svm7G0005410 Svm7G0006610 Svm7G0008920 Svm7G0008930 Svm7G0015740 Svm7G0033820 Svm8G0007650 Svm8G0008680 Svm8G0011230 Svm8G0015480 Svm8G0017870 Svm8G0023950 Svm8G0036000 Svm9G0003790 Svm9G0010020 Svm9G0018650 Svm9G0021900 Svm9G0026410 Svm9G0038380 Svm5G0018590 Svm2G0049590 Svm9G0034080 Svm9G0041600 Svm9G0051790 Svm9G0058180 Svm8G0008120 Svm1G0023730 Svm4G0037940 Svm2G0018130 Svm1G0003640 Svm2G0017580 Svm5G0001410 Svm3G0041800 Svm8G0008560 Svm4G0032770 Svm3G0020160 Svm3G0042300 Svm2G0018730 Svm4G0004580 Svm5G0024690 Svm9G0017950 Svm2G0011930 Svm4G0021150 Svm1G0008080 Svm8G0006950 Svm9G0008400 Svm6G0021810 Svm5G0026400 Svm5G0014640 Svm5G0034150 Svm4G0017200 Svm5G0015150 Svm4G0031260 Svm2G0014340 Svm5G0007110 Svm2G0050850 Svm3G0038270 Svm2G0033670 Svm1G0018890 Svm1G0027660 Svm2G0014230 Svm1G0043180 Svm5G0028980 Svm2G0054320 Svm5G0033870 Svm1G0041990 Svm9G0048320 Svm9G0030450 Svm5G0050510 Svm8G0030750 Svm8G0037710 Svm7G0012150 Svm9G0011340 Svm7G0004660 Svm7G0033360 Svm3G0047470 Svm3G0027030 Svm7G0034390 Svm3G0032300 Svm2G0043750 Svm7G0012570 Svm7G0011970
N025M00014	0.7650	0.00000	Svm9G0061800 Svm3G0017180 Svm2G0007200 Svm2G0017650 Svm2G0021050 Svm5G0001720 Svm5G0018790 Svm5G0035350 Svm5G0043060 Svm6G0022310 Svm8G0020330 Svm8G0026570 Svm9G0016410 Svm7G0034760 Svm3G0035690 Svm5G0028360 Svm7G0034840 Svm3G0048080 Svm9G0016720 Svm9G0047900 Svm1G0015420 Svm1G0040510 Svm9G0028080 Svm6G0002760 Svm2G0001210 Svm8G0015140 Svm5G0017210 Svm3G0032620 Svm9G0029830 Svm2G0008580 Svm7G0013260 Svm6G0001480 Svm6G0026190 Svm6G0017290 Svm2G0019640 Svm7G0035970 Svm8G0006650 Svm1G0039960 Svm6G0000020 Svm5G0026720 Svm9G0040870 Svm6G0005380 Svm8G0028170 Svm8G0020490 Svm9G0028770 Svm2G0011720 Svm4G0037350 Svm1G0012650 Svm7G0007280 Svm3G0037950 Svm4G0038910 Svm7G0007350 Svm6G0013140 Svm7G0007560 Svm2G0029800 Svm9G0033100 Svm3G0036970 Svm4G0022630 Svm1G0031860 Svm8G0034360 Svm2G0057540 Svm4G0012760 Svm1G0004820 Svm6G0005310 Svm4G0029370 Svm2G0053880 Svm4G0018170 Svm5G0045100 Svm6G0022420 Svm2G0020210 Svm5G0013590 Svm4G0001720 Svm7G0004040 Svm6G0027880 Svm9G0031830 Svm5G0038270 Svm8G0016180 Svm6G0020840 Svm8G0022320 Svm2G0033460 Svm1G0001400 Svm8G0038790 Svm5G0031360 Svm1G0003090 Svm8G0009600 Svm3G0008750 Svm3G0053630 Svm5G0022800 Svm9G0063470 Svm7G0032130 Svm8G0005360 Svm4G0020980 Svm3G0021430 Svm2G0016470 Svm4G0020850 Svm4G0017860 Svm7G0006700 Svm2G0020020 Svm5G0053320 Svm5G0030440 Svm2G0040280 Svm9G0036200 Svm4G0023250 Svm2G0028820 Svm8G0008840 Svm1G0006330 Svm8G0017320 Svm4G0023810 Svm6G0029980 Svm7G0010260 Svm2G0015470 Svm3G0019910 Svm2G0014200 Svm3G0050860 Svm6G0003590 Svm7G0017140 Svm1G0036890 Svm7G0013970 Svm1G0019130
N025M00015	0.7592	0.00000	Svm8G0036570 Svm8G0017000 Svm3G0052860 Svm4G0010530 Svm7G0016760 Svm5G0035730 Svm4G0007870 Svm6G0025120 Svm7G0001240 Svm9G0011190 Svm8G0025140 Svm2G0021180 Svm3G0040410 Svm3G0040150 Svm8G0024170 Svm4G0000770 Svm5G0043270 Svm9G0035640 Svm6G0014200 Svm7G0014600 Svm5G0057550 Svm1G0018960 Svm8G0033170 Svm7G0023000 Svm5G0046150 Svm5G0005220 Svm1G0019780 Svm4G0018340 Svm8G0009130 Svm5G0048940 Svm7G0030340 Svm9G0007020 Svm3G0024710 Svm9G0042840 Svm1G0015690 Svm4G0007820 Svm2G0007390 Svm1G0039520 Svm6G0020190 Svm9G0042140 Svm9G0048660 Svm5G0000470 Svm2G0024360 Svm5G0056420 Svm1G0001060 Svm3G0005650 Svm7G0014610 Svm6G0015270 Svm8G0002490 Svm3G0010850 Svm1G0031590 Svm9G0046800 Svm3G0050720 Svm7G0024280 Svm3G0017080 Svm3G0011700 Svm9G0003970 Svm7G0023200 Svm7G0015520 Svm8G0010920 Svm5G0000920 Svm6G0007370 Svm7G0038230 Svm6G0001860 Svm6G0020070 Svm3G0000110 Svm3G0044410 Svm9G0043270 Svm3G0032760 Svm5G0021830 Svm7G0023480 Svm9G0014940 Svm8G0037520 Svm8G0031580 Svm9G0011550 Svm8G0036040 Svm7G0018650 Svm4G0018250 Svm4G0017230 Svm9G0027540 Svm5G0019560 Svm2G0023400 Svm8G0002210 Svm9G0042460 Svm8G0017080 Svm9G0027240 Svm1G0014360 Svm8G0028340 Svm9G0048610 Svm1G0045750 Svm6G0030900 Svm1G0016970 Svm4G0011030 Svm3G0041010 Svm7G0016560 Svm2G0010670 Svm2G0034350 Svm1G0016310 Svm3G0011390 Svm4G0021640 Svm4G0012320 Svm8G0003620 Svm5G0046980 Svm4G0034360 Svm4G0025490 Svm8G0022700 Svm7G0008500 Svm1G0030260 Svm8G0024890 Svm4G0026200 Svm9G0069170 Svm5G0057060 Svm3G0016060 Svm3G0027610 Svm9G0068010 Svm1G0013180 Svm4G0008540 Svm1G0036260 Svm5G0006580
N025M00016	0.6987	0.00000	Svm7G0035680 Svm9G0008660 Svm7G0034210 Svm3G0049410 Svm8G0012530 Svm8G0038240 Svm4G0031950 Svm7G0029880 Svm3G0042840 Svm4G0003150 Svm6G0006280 Svm2G0035900 Svm8G0037370 Svm8G0020220 Svm2G0029590 Svm6G0024630 Svm7G0017440 Svm8G0011820 Svm9G0026040 Svm8G0038720 Svm9G0046000 Svm7G0003440 Svm1G0038960 Svm6G0002670 Svm7G0037080 Svm8G0038190 Svm9G0030830 Svm9G0049760 Svm7G0010710 Svm3G0005480 Svm9G0000020 Svm6G0019800 Svm9G0018060 Svm5G0010160 Svm2G0018880 Svm9G0049660 Svm2G0014150 Svm4G0027670 Svm6G0009300 Svm6G0012800 Svm2G0013950 Svm5G0013830 Svm7G0025510 Svm3G0053750 Svm5G0052610 Svm8G0004500 Svm6G0005290 Svm7G0027910 Svm7G0021600 Svm7G0031930 Svm9G0067460 Svm2G0000650 Svm5G0056360 Svm3G0047730 Svm1G0016730 Svm1G0039350 Svm7G0043310 Svm9G0040630 Svm2G0053220 Svm9G0058300 Svm7G0019310 Svm7G0024990 Svm7G0029980 Svm9G0063950 Svm4G0002460 Svm9G0056650 Svm3G0008000 Svm5G0031610 Svm6G0024850 Svm7G0014070 Svm5G0049340 Svm4G0029840 Svm5G0032090 Svm7G0036940 Svm6G0027570 Svm3G0032800 Svm7G0023640 Svm7G0029070 Svm9G0041080 Svm9G0000750 Svm4G0036420 Svm7G0027330 Svm1G0031630 Svm3G0011520 Svm9G0010100 Svm6G0024710 Svm1G0049210 Svm7G0006720 Svm2G0011900 Svm2G0056990 Svm2G0029250 Svm9G0041350 Svm3G0022790 Svm1G0015660 Svm7G0016340 Svm9G0061050 Svm7G0021370 Svm9G0021460 Svm3G0038620 Svm2G0013710 Svm3G0043000 Svm3G0018390 Svm5G0004150 Svm7G0039680 Svm3G0012820 Svm2G0049630 Svm8G0035110 Svm6G0026990 Svm8G0016900 Svm8G0037510 Svm9G0027280 Svm9G0052570 Svm4G0001090 Svm3G0017860 Svm7G0026320 Svm5G0009870 Svm6G0026390 Svm3G0022780 Svm8G0009950 Svm6G0011850 Svm3G0027060 Svm2G0020040 Svm9G0008000 Svm2G0033870 Svm5G0043520 Svm8G0037830 Svm9G0029850
N025M00017	0.04806	0.985452	Svm5G0003490 Svm8G0026770 Svm3G0009020
N025M00018	0.7196	0.00000	Svm9G0063340 Svm2G0045070 Svm8G0000580 Svm4G0031220 Svm7G0035390 Svm8G0028850 Svm7G0038310 Svm1G0016000 Svm2G0023910 Svm2G0030520 Svm3G0052140 Svm9G0025840 Svm1G0008030 Svm6G0007760 Svm2G0010640 Svm1G0044200 Svm3G0042690 Svm9G0009540 Svm2G0053360 Svm2G0007240 Svm7G0016500 Svm1G0043550 Svm5G0002120 Svm2G0006920 Svm3G0030660 Svm1G0010860 Svm3G0025390 Svm5G0028960 Svm6G0024470 Svm2G0022420 Svm3G0049700 Svm8G0000690 Svm5G0035920 Svm1G0028460 Svm1G0000890 Svm1G0024830 Svm2G0029110 Svm5G0018240 Svm3G0029110 Svm7G0040170 Svm4G0039140 Svm2G0007310 Svm9G0020400 Svm5G0016210 Svm2G0000130 Svm8G0025880 Svm3G0018860 Svm1G0007140 Svm6G0013310 Svm7G0035640 Svm8G0009830 Svm5G0004890 Svm6G0034440 Svm9G0067950 Svm4G0003410 Svm3G0009930 Svm2G0036620 Svm7G0032520 Svm9G0055820 Svm6G0002940 Svm9G0058310 Svm5G0053310 Svm3G0041870 Svm5G0018390 Svm2G0031250 Svm8G0034190 Svm2G0036590 Svm8G0030460 Svm2G0045830 Svm5G0029390 Svm5G0020450 Svm4G0005840 Svm2G0049580 Svm9G0056200 Svm1G0019540 Svm4G0002350 Svm1G0012400 Svm7G0002260 Svm1G0014960 Svm9G0007820 Svm5G0030540 Svm1G0004490 Svm8G0022500 Svm3G0012040 Svm7G0014730 Svm9G0003130 Svm1G0009080 Svm7G0029670 Svm2G0012450 Svm3G0012400 Svm3G0020340 Svm5G0002840 Svm8G0012760 Svm7G0016570 Svm6G0033670 Svm2G0042580 Svm6G0000400 Svm1G0037790 Svm6G0025280 Svm6G0023340 Svm6G0007250 Svm4G0012730 Svm2G0036300 Svm4G0038970 Svm5G0049190 Svm1G0030760 Svm5G0001950 Svm2G0041770 Svm7G0032710 Svm4G0035640 Svm2G0006300 Svm5G0005270 Svm5G0058920 Svm2G0013490 Svm4G0026270 Svm4G0011170 Svm3G0049160 Svm5G0041140 Svm8G0029400
N025M00019	0.7963	0.00000	Svm5G0005350 Svm9G0001530 Svm9G0037840 Svm7G0038210 Svm1G0009060 Svm1G0023620 Svm2G0003160 Svm2G0030750 Svm2G0036890 Svm2G0041030 Svm2G0044340 Svm3G0025210 Svm3G0032940 Svm3G0035340 Svm9G0054220 Svm9G0027390 Svm3G0039810 Svm5G0054680 Svm9G0037150 Svm8G0017160 Svm9G0031500 Svm4G0035740 Svm5G0025640 Svm5G0025810 Svm8G0016070 Svm1G0045160 Svm7G0009990 Svm3G0037690 Svm3G0044890 Svm4G0010160 Svm6G0015710 Svm4G0032030 Svm5G0006980 Svm4G0004950 Svm5G0021310 Svm5G0023180 Svm6G0008800 Svm7G0004170 Svm7G0012830 Svm7G0030110 Svm7G0038840 Svm8G0004920 Svm8G0015400 Svm8G0021160 Svm8G0022360 Svm8G0024100 Svm9G0002620 Svm9G0009780 Svm9G0022300 Svm9G0028440 Svm9G0029160 Svm9G0049500 Svm5G0020060 Svm7G0033320 Svm5G0055250 Svm3G0042380 Svm1G0029980 Svm5G0028010 Svm8G0006100 Svm6G0019400 Svm9G0034240 Svm9G0062530 Svm5G0027020 Svm5G0038490 Svm3G0022300 Svm3G0035760 Svm7G0042500 Svm2G0024170 Svm3G0014560 Svm8G0012840 Svm6G0027660 Svm8G0031650 Svm7G0005640 Svm8G0008280 Svm7G0015630 Svm9G0013490 Svm8G0016430 Svm4G0001650 Svm6G0012210 Svm2G0045320 Svm3G0023620 Svm9G0019550 Svm3G0035820 Svm5G0004260 Svm1G0025120 Svm5G0005390 Svm3G0043780 Svm8G0026650 Svm9G0060960 Svm1G0019190 Svm3G0044480 Svm5G0046660 Svm5G0017550 Svm3G0014070 Svm2G0008340 Svm3G0011550 Svm8G0021800 Svm2G0037710 Svm9G0036540 Svm1G0010590 Svm5G0056650 Svm2G0013460 Svm7G0009330 Svm2G0045110 Svm9G0050710 Svm4G0017320 Svm2G0010740 Svm5G0021380 Svm3G0025770 Svm4G0015820 Svm6G0011810 Svm7G0010080 Svm5G0021000 Svm9G0034920 Svm5G0012950 Svm2G0006210 Svm9G0068320 Svm5G0031460 Svm5G0038640
N025M00020	0.7688	0.00000	Svm9G0061310 Svm8G0009090 Svm5G0046950 Svm1G0011360 Svm4G0002240 Svm2G0045150 Svm9G0015390 Svm3G0001270 Svm2G0022240 Svm2G0034370 Svm8G0004430 Svm9G0011120 Svm5G0026550 Svm5G0028990 Svm2G0032960 Svm7G0020690 Svm2G0014430 Svm7G0036320 Svm7G0002210 Svm5G0052460 Svm4G0039150 Svm3G0032180 Svm5G0053140 Svm4G0028020 Svm6G0016270 Svm6G0018100 Svm3G0015940 Svm9G0036890 Svm9G0009770 Svm6G0006590 Svm9G0041180 Svm5G0002440 Svm6G0021600 Svm5G0020850 Svm3G0021260 Svm4G0026800 Svm5G0029550 Svm9G0006010 Svm4G0015150 Svm8G0024130 Svm2G0006470 Svm1G0011960 Svm2G0003270 Svm5G0021780 Svm8G0028800 Svm9G0059810 Svm3G0000730 Svm9G0004300 Svm3G0023360 Svm1G0008340 Svm7G0008750 Svm6G0030730 Svm1G0001310 Svm7G0012100 Svm2G0032640 Svm5G0012920 Svm3G0045470 Svm3G0039370 Svm1G0015150 Svm5G0029370 Svm5G0025300 Svm5G0035570 Svm7G0027550 Svm2G0017270 Svm4G0002520 Svm6G0007660 Svm1G0002490 Svm1G0028730 Svm6G0008980 Svm8G0008170 Svm2G0035000 Svm7G0007460 Svm2G0047130 Svm1G0046700 Svm5G0001910 Svm4G0032470 Svm8G0021830 Svm1G0031850 Svm3G0016670 Svm1G0039120 Svm6G0005280 Svm5G0049800 Svm9G0013470 Svm5G0014740 Svm3G0050950 Svm9G0053130 Svm5G0046060 Svm9G0062810 Svm4G0022780 Svm4G0034460 Svm1G0048020 Svm9G0059030 Svm5G0055160 Svm7G0018850 Svm6G0030350 Svm8G0005190 Svm6G0014560 Svm8G0032950 Svm1G0044930 Svm7G0035420 Svm5G0039150 Svm2G0057140 Svm2G0031380 Svm4G0014030 Svm9G0036930 Svm9G0028130 Svm2G0043980 Svm1G0022380 Svm6G0004500 Svm5G0024390 Svm3G0012010 Svm3G0004730 Svm9G0033850 Svm3G0028920 Svm8G0013930 Svm5G0041750 Svm4G0038600 Svm1G0029380
N025M00021	0.2750	0.667506	Svm2G0000760 Svm7G0027130 Svm3G0028490 Svm1G0020480 Svm2G0052590 Svm1G0021880 Svm9G0002770 Svm1G0028420 Svm2G0055180 Svm9G0046150 Svm3G0005700 Svm6G0016360 Svm1G0020950 Svm9G0019790 Svm9G0070650 Svm1G0020040 Svm8G0001110 Svm3G0032540 Svm4G0000200 Svm5G0023210 Svm9G0007180 Svm2G0049880 Svm1G0009860 Svm1G0032380 Svm7G0032110 Svm6G0015780 Svm6G0027290 Svm1G0048570 Svm1G0022810 Svm1G0045240 Svm2G0018560 Svm3G0048250 Svm9G0060580 Svm7G0010250 Svm9G0008150 Svm7G0011600 Svm4G0003560 Svm7G0011580 Svm9G0069690 Svm1G0005740 Svm7G0016330 Svm9G0056750 Svm9G0026790 Svm3G0031090 Svm7G0030840 Svm1G0008230 Svm6G0032550 Svm6G0003240 Svm6G0015930 Svm9G0052760 Svm2G0000540 Svm3G0023880 Svm1G0019840 Svm3G0001420 Svm9G0058550 Svm1G0003900 Svm2G0042170 Svm1G0023090 Svm5G0057260 Svm2G0041190 Svm2G0024630 Svm8G0005240 Svm2G0041610 Svm5G0005450 Svm1G0020690
N025M00022	0.7023	0.00000	Svm4G0010350 Svm5G0011150 Svm2G0043600 Svm5G0011500 Svm4G0031290 Svm2G0045630 Svm3G0048110 Svm7G0019430 Svm3G0008040 Svm1G0020340 Svm3G0025360 Svm2G0025970 Svm9G0042340 Svm5G0042970 Svm2G0053160 Svm2G0011820 Svm5G0015600 Svm2G0013070 Svm9G0059960 Svm2G0043380 Svm6G0008070 Svm7G0022020 Svm9G0021180 Svm2G0012640 Svm4G0017120 Svm7G0028500 Svm2G0053110 Svm5G0058680 Svm7G0006800 Svm1G0023890 Svm6G0016090 Svm9G0018890 Svm1G0040940 Svm8G0013650 Svm8G0004370 Svm2G0027240 Svm3G0009180 Svm6G0009690 Svm9G0056980 Svm6G0027110 Svm9G0062760 Svm2G0041120 Svm4G0016690 Svm1G0001640 Svm9G0012580 Svm9G0057310 Svm7G0012440 Svm9G0033450 Svm4G0025090 Svm7G0025500 Svm5G0045850 Svm9G0025120 Svm7G0038850 Svm3G0005200 Svm1G0031280 Svm8G0006880 Svm1G0010610 Svm7G0001010 Svm3G0001130 Svm1G0036750 Svm3G0026860 Svm3G0038520 Svm7G0024310 Svm9G0010080 Svm6G0031020 Svm3G0044070 Svm2G0025520 Svm8G0007340 Svm9G0018200 Svm3G0019290 Svm3G0053260 Svm9G0064790 Svm3G0040260 Svm7G0001970 Svm9G0059350 Svm2G0037860 Svm7G0012070 Svm9G0009090 Svm2G0021670 Svm7G0023260 Svm8G0000140 Svm9G0069270 Svm9G0062630 Svm7G0015090 Svm7G0022590 Svm6G0011790 Svm2G0005320 Svm1G0036310 Svm7G0043170 Svm9G0030620 Svm2G0032780 Svm3G0039940 Svm5G0022690 Svm5G0029060 Svm5G0003190 Svm8G0029270 Svm7G0021050 Svm7G0009230 Svm8G0015350 Svm9G0064130 Svm7G0002950 Svm9G0054270 Svm2G0006200 Svm2G0040290 Svm1G0020350 Svm2G0014860 Svm1G0032610 Svm2G0031580 Svm4G0038880 Svm4G0025020 Svm5G0018220 Svm5G0042520 Svm3G0042550 Svm6G0024030 Svm9G0067980 Svm6G0006620 Svm2G0019200 Svm7G0027190 Svm5G0024300
N025M00023	0.8227	0.00000	Svm6G0022770 Svm3G0044360 Svm3G0053680 Svm6G0014910 Svm2G0018710 Svm1G0001920 Svm1G0025600 Svm2G0009940 Svm3G0005300 Svm6G0029590 Svm9G0029750 Svm5G0018880 Svm1G0016700 Svm1G0025440 Svm2G0010970 Svm2G0026430 Svm2G0027100 Svm3G0004130 Svm3G0006150 Svm3G0015010 Svm3G0045810 Svm3G0048560 Svm4G0022770 Svm5G0016900 Svm5G0019010 Svm6G0009100 Svm6G0018000 Svm6G0019920 Svm6G0025430 Svm2G0033010 Svm8G0033680 Svm7G0039010 Svm8G0000520 Svm8G0003670 Svm8G0008110 Svm8G0008160 Svm8G0031270 Svm9G0030370 Svm9G0049830 Svm3G0037980 Svm9G0041950 Svm7G0014380 Svm9G0021400 Svm6G0016730 Svm4G0005860 Svm3G0009620 Svm3G0011410 Svm7G0017010 Svm2G0025900 Svm8G0012240 Svm4G0022320 Svm3G0052230 Svm5G0046330 Svm1G0041500 Svm4G0032420 Svm2G0028990 Svm2G0056580 Svm3G0029470 Svm4G0001670 Svm8G0016730 Svm3G0050990 Svm7G0013440 Svm7G0009490 Svm2G0017830 Svm6G0026480 Svm4G0021850 Svm6G0035440 Svm9G0034510 Svm9G0047530 Svm3G0053500 Svm9G0046330 Svm9G0006080 Svm9G0067790 Svm6G0026960 Svm6G0020130 Svm6G0000910 Svm3G0042860 Svm6G0000940 Svm8G0020240 Svm8G0002170 Svm2G0027690 Svm5G0024520 Svm1G0018560 Svm8G0031220 Svm9G0028420 Svm4G0035820 Svm1G0048610 Svm8G0036480 Svm3G0043200 Svm2G0018700 Svm3G0002950 Svm5G0008960 Svm2G0038310 Svm8G0030510 Svm2G0032910 Svm4G0026210 Svm9G0017980 Svm6G0002320 Svm5G0057590 Svm3G0048220 Svm9G0002300 Svm7G0010840 Svm3G0037750 Svm8G0009450 Svm2G0019570 Svm3G0005800 Svm2G0034220 Svm1G0002160 Svm5G0001140 Svm6G0032050 Svm5G0048780 Svm3G0047690 Svm2G0014010 Svm7G0028230 Svm3G0004810 Svm6G0023430 Svm4G0008210 Svm8G0019090 Svm1G0025070 Svm2G0007370
N025M00024	0.1388	0.969949	Svm2G0033800 Svm9G0014910 Svm2G0047200 Svm2G0025790 Svm8G0002250
N025M00025	0.1362	0.991017	Svm8G0006130 Svm2G0001530 Svm4G0004850 Svm3G0049820 Svm1G0043470 Svm3G0004480 Svm1G0043710 Svm6G0001850 Svm9G0008340 Svm4G0033900 Svm6G0013980 Svm5G0006680 Svm2G0041180 Svm7G0019420
