#Network	Quality Score	P-value	Gene List
N010M03579	0.1520	0.500000	Svm2G0040010 Svm2G0039990 Svm3G0003330 Svm7G0017340 Svm1G0036680
N010M03580	0.1490	0.668740	Svm2G0019830 Svm5G0026180 Svm5G0026620
N010M03581	0.1648	0.851865	Svm6G0007000 Svm9G0025290 Svm5G0006910 Svm9G0018900 Svm9G0005560
N010M03582	0.2655	0.0718360	Svm9G0060400 Svm1G0047360 Svm5G0011050 Svm1G0006930 Svm3G0030410
N010M03583	0.1798	0.734565	Svm8G0012410 Svm9G0055120 Svm6G0014670 Svm7G0031790 Svm4G0025390
N010M03584	0.1713	0.557383	Svm2G0041660 Svm3G0034260 Svm2G0004730 Svm4G0029060
N010M03585	0.1479	0.500000	Svm2G0041880 Svm6G0016520 Svm3G0029390 Svm5G0008190 Svm6G0002750
N010M03586	0.2605	0.0952151	Svm1G0028210 Svm4G0027600 Svm8G0013380
N010M03587	0.2280	0.0561756	Svm4G0004020 Svm7G0031520 Svm6G0013790 Svm6G0025760
N010M03588	0.2042	0.338052	Svm4G0012740 Svm5G0002600 Svm6G0013450 Svm5G0030930 Svm9G0058210
N010M03589	0.1657	0.846657	Svm2G0016970 Svm6G0027600 Svm9G0045930 Svm1G0008520 Svm2G0050550 Svm6G0005970 Svm9G0039810
N010M03590	0.2135	0.191367	Svm4G0000510 Svm6G0031470 Svm2G0022380
N010M03591	0.2431	0.454861	Svm7G0020030 Svm2G0013150 Svm5G0002660 Svm9G0012990 Svm2G0037100 Svm2G0033140 Svm5G0053970 Svm5G0051250 Svm5G0036730 Svm3G0000320
N010M03592	0.1131	0.661948	Svm8G0006590 Svm7G0001700 Svm9G0040600 Svm9G0046390 Svm3G0047050
N010M03593	0.1686	0.500000	Svm7G0035980 Svm4G0024170 Svm8G0019760 Svm8G0037350 Svm3G0005730 Svm9G0043900 Svm2G0025370
N010M03594	0.1276	0.928164	Svm8G0026950 Svm1G0007950 Svm9G0012110 Svm5G0009580 Svm4G0016130
N010M03595	0.1736	0.331559	Svm5G0036090 Svm9G0026590 Svm9G0049250 Svm8G0005930
N010M03596	0.1848	0.156161	Svm5G0000770 Svm4G0019530 Svm2G0000110 Svm4G0003050
N010M03597	0.1406	0.905369	Svm2G0049700 Svm9G0011130 Svm2G0026230 Svm3G0013000 Svm8G0002340 Svm1G0042430 Svm3G0023650 Svm5G0005010
N010M03598	0.1460	0.808633	Svm5G0050730 Svm9G0050270 Svm4G0028740
N010M03599	0.2270	0.191367	Svm3G0043310 Svm9G0030760 Svm8G0005160
N010M03600	0.1283	0.913257	Svm1G0042360 Svm5G0032160 Svm9G0028100 Svm2G0038630 Svm5G0048820 Svm2G0018910
N010M03601	0.1092	0.959572	Svm9G0045620 Svm2G0051370 Svm4G0011610
N010M03602	0.2717	0.247418	Svm5G0010000 Svm6G0008660 Svm2G0051100 Svm9G0030590 Svm2G0048060 Svm2G0045380 Svm4G0039130 Svm2G0041790
N010M03603	0.1202	0.943824	Svm3G0013950 Svm3G0021820 Svm9G0051770 Svm1G0005750
N010M03604	0.2430	0.0946315	Svm1G0038310 Svm5G0018810 Svm9G0059130 Svm9G0065890 Svm5G0020370 Svm5G0054190 Svm1G0045060 Svm2G0044290
N010M03605	0.1739	0.557383	Svm5G0037450 Svm9G0011470 Svm9G0000560 Svm9G0070610
N010M03606	0.3038	0.0153195	Svm1G0046430 Svm1G0031730 Svm3G0007630 Svm9G0049200 Svm2G0007650 Svm4G0018840
N010M03607	0.2043	0.399149	Svm1G0004010 Svm9G0055550 Svm2G0042380 Svm5G0034980 Svm1G0028170 Svm5G0030980 Svm4G0024430
N010M03608	0.4204	0.0382613	Svm1G0020750 Svm4G0026560 Svm6G0023210
N010M03609	0.3091	0.0404278	Svm2G0051780 Svm4G0020110 Svm5G0039350
N010M03610	0.1316	0.928164	Svm2G0014740 Svm2G0000810 Svm1G0019380 Svm9G0069060 Svm9G0061500
N010M03611	0.1408	0.851865	Svm5G0010300 Svm2G0013290 Svm1G0014880 Svm1G0021770 Svm3G0043790
N010M03612	0.2322	0.388706	Svm5G0015080 Svm4G0011590 Svm7G0027170 Svm7G0013510 Svm5G0054820 Svm7G0008080 Svm8G0015470 Svm9G0039230 Svm9G0056430 Svm5G0037560 Svm5G0034640 Svm7G0014430 Svm9G0029010 Svm5G0036580 Svm5G0023140 Svm6G0021310
N010M03613	0.1751	0.649261	Svm2G0019440 Svm9G0038310 Svm1G0023500 Svm6G0010640 Svm9G0001040 Svm8G0025480 Svm9G0024140
N010M03614	0.2600	0.350739	Svm7G0024240 Svm9G0003890 Svm6G0022810 Svm2G0005550 Svm5G0010090 Svm7G0041560 Svm2G0055760
N010M03615	0.2333	0.0952151	Svm6G0001370 Svm9G0001730 Svm4G0020810
N010M03616	0.2647	0.0516540	Svm7G0038790 Svm6G0000780 Svm1G0005890 Svm4G0003780 Svm9G0019170 Svm7G0016970 Svm9G0003090 Svm3G0018110
N010M03617	0.1670	0.668740	Svm9G0001140 Svm2G0049050 Svm1G0035760
N010M03618	0.1078	0.328953	Svm2G0013080 Svm8G0016800 Svm1G0028200
N010M03619	0.2871	0.00591876	Svm5G0033670 Svm3G0001780 Svm3G0053730 Svm7G0017300 Svm6G0033940 Svm9G0016270 Svm5G0049860 Svm3G0044600 Svm4G0006380 Svm2G0056270 Svm5G0003710 Svm2G0019360
N010M03620	0.2168	0.148977	Svm9G0019260 Svm9G0022120 Svm9G0050450 Svm4G0017210 Svm7G0001680 Svm3G0021950
N010M03621	0.1139	0.328953	Svm7G0028030 Svm6G0003410 Svm7G0040030
N010M03622	0.1509	0.843839	Svm2G0003890 Svm6G0015600 Svm2G0045210 Svm1G0012480
N010M03623	0.2340	0.268250	Svm2G0047820 Svm8G0033280 Svm8G0036890 Svm3G0017160 Svm9G0031360 Svm2G0020610 Svm6G0019600 Svm3G0043730 Svm3G0027200
N010M03624	0.1526	0.328953	Svm9G0040540 Svm7G0027230 Svm1G0001770
N010M03625	0.2156	0.187913	Svm9G0008530 Svm7G0036200 Svm9G0021470
N010M03626	0.1162	0.969699	Svm5G0027640 Svm2G0010060 Svm1G0003500 Svm1G0013870
N010M03627	0.5294	0.0147005	Svm1G0019630 Svm5G0012050 Svm1G0020870 Svm7G0004880
N010M03628	0.2911	0.0226638	Svm8G0017490 Svm4G0026910 Svm2G0035460 Svm5G0006420 Svm9G0032060 Svm6G0031610
N010M03629	0.3151	0.0147005	Svm2G0038640 Svm1G0038980 Svm2G0032130 Svm7G0033150
N010M03630	0.1068	0.989880	Svm8G0020110 Svm4G0019480 Svm3G0053410 Svm9G0007520 Svm9G0001980 Svm4G0024000
N010M03631	0.1618	0.484919	Svm3G0040090 Svm7G0031680 Svm3G0044940 Svm2G0017460 Svm3G0020910 Svm5G0025000 Svm4G0025040 Svm9G0023000 Svm6G0032090 Svm6G0014310
N010M03632	0.2456	0.0920193	Svm3G0022820 Svm9G0005430 Svm6G0020490
N010M03633	0.4953	1.56744e-08	Svm7G0013900 Svm6G0028350 Svm7G0040140 Svm1G0006620 Svm5G0052540 Svm9G0068030 Svm7G0020720 Svm5G0023540 Svm1G0045610 Svm9G0055630 Svm4G0005470 Svm9G0019770 Svm2G0029450 Svm1G0040770 Svm5G0037710 Svm7G0024320 Svm6G0015450 Svm6G0014420 Svm5G0004520 Svm5G0049370 Svm9G0066950 Svm5G0016030 Svm2G0041500 Svm5G0055770 Svm3G0009270 Svm9G0026360 Svm1G0006580 Svm5G0013920 Svm2G0053690 Svm6G0025860 Svm7G0020480 Svm4G0000420 Svm2G0046050 Svm5G0050130 Svm5G0008450
N010M03634	0.1606	0.843839	Svm3G0016460 Svm3G0035100 Svm8G0029900 Svm3G0009160
N010M03635	0.1432	0.668740	Svm5G0019470 Svm3G0043450 Svm8G0035650
N010M03636	0.2955	0.0561756	Svm6G0017160 Svm5G0053250 Svm9G0034750 Svm9G0015480
N010M03637	0.1818	0.695557	Svm4G0000770 Svm2G0024360 Svm3G0011390 Svm9G0048610 Svm6G0020070 Svm1G0023560 Svm6G0018080
N010M03638	0.2642	0.191367	Svm7G0026800 Svm4G0022410 Svm9G0066280
N010M03639	0.2210	0.331260	Svm8G0019130 Svm5G0029600 Svm5G0010050
N010M03640	0.1534	0.429874	Svm9G0055550 Svm4G0013990 Svm3G0004900 Svm3G0012230 Svm5G0019340 Svm1G0028170 Svm7G0013380 Svm9G0020270 Svm5G0030980
N010M03641	0.1478	0.649261	Svm4G0012150 Svm5G0004700 Svm5G0017700 Svm4G0017060 Svm3G0010940 Svm5G0032370 Svm4G0012260
N010M03642	0.2128	0.0473465	Svm3G0041260 Svm5G0048930 Svm7G0005490 Svm7G0035780 Svm5G0012300
N010M03643	0.1361	0.903035	Svm2G0011550 Svm2G0018070 Svm5G0045030 Svm2G0037680
N010M03644	0.1498	0.668740	Svm3G0011310 Svm6G0034230 Svm1G0008640
N010M03645	0.2136	0.500000	Svm1G0008720 Svm7G0022210 Svm6G0015050
N010M03646	0.2468	0.0404278	Svm4G0006430 Svm5G0004050 Svm1G0022590
N010M03647	0.2014	0.350739	Svm1G0004330 Svm9G0031760 Svm4G0023780 Svm5G0051600 Svm9G0003710 Svm7G0028980 Svm4G0028300
N010M03648	0.4677	0.000154943	Svm5G0058960 Svm4G0017300 Svm4G0038210 Svm7G0035150 Svm1G0039680 Svm4G0031710 Svm3G0022240 Svm1G0015250 Svm4G0009210 Svm3G0013420 Svm2G0031640 Svm7G0012750 Svm3G0031910 Svm4G0022050
N010M03649	0.1101	0.798302	Svm9G0004590 Svm9G0051110 Svm9G0009190 Svm1G0031640 Svm4G0011060
N010M03650	0.1926	0.236338	Svm3G0051680 Svm9G0061980 Svm9G0050420 Svm8G0011240 Svm1G0041830 Svm7G0029120 Svm7G0013190 Svm4G0015590 Svm9G0012840 Svm9G0001690
N010M03651	0.1252	0.668740	Svm3G0015140 Svm9G0061700 Svm1G0032790
N010M03652	0.1462	0.712413	Svm9G0047330 Svm3G0015320 Svm1G0018940 Svm9G0042640 Svm9G0040150 Svm2G0030810
N010M03653	0.2214	0.191367	Svm1G0048620 Svm3G0029520 Svm4G0034650
N010M03654	0.1654	0.148135	Svm7G0001340 Svm7G0015690 Svm3G0021330 Svm5G0053790 Svm2G0027080
N010M03655	0.1875	0.350739	Svm1G0030400 Svm8G0023560 Svm2G0035330 Svm7G0012180 Svm1G0004580 Svm1G0022910 Svm5G0007190
N010M03656	0.2753	0.148977	Svm1G0028810 Svm1G0016070 Svm9G0031990 Svm8G0005790 Svm3G0018220 Svm4G0027270
N010M03657	0.2200	0.156161	Svm6G0027210 Svm9G0025320 Svm4G0031940 Svm1G0007180
N010M03658	0.3034	0.0515045	Svm8G0006750 Svm9G0056010 Svm9G0001850 Svm9G0016990 Svm9G0006710 Svm6G0011030 Svm2G0029570 Svm8G0015150 Svm1G0046960 Svm1G0002210 Svm9G0049980 Svm9G0065820 Svm8G0025030 Svm2G0051580 Svm1G0029890 Svm1G0036610 Svm8G0029230 Svm1G0030830
N010M03659	0.1391	0.332503	Svm2G0004490 Svm5G0010570 Svm8G0031850 Svm7G0028240
N010M03660	0.2598	0.291680	Svm6G0002260 Svm7G0033760 Svm6G0033570 Svm2G0039040 Svm2G0002120 Svm3G0053550 Svm7G0023410 Svm4G0033310 Svm3G0020420 Svm3G0013510 Svm1G0003770 Svm3G0028020
N010M03661	0.1780	0.764415	Svm1G0007070 Svm1G0000020 Svm1G0048140 Svm5G0014940 Svm9G0014450 Svm9G0052250
N010M03662	0.2126	0.191367	Svm9G0053670 Svm7G0008290 Svm9G0063730
N010M03663	0.1233	0.846657	Svm7G0032170 Svm1G0044880 Svm8G0023500 Svm5G0049930 Svm7G0003530 Svm5G0009550 Svm3G0036600
N010M03664	0.1600	0.808633	Svm8G0003600 Svm7G0003640 Svm9G0005140
N010M03665	0.1445	0.798302	Svm6G0003400 Svm5G0028830 Svm2G0011320 Svm3G0038270 Svm8G0021350
N010M03666	0.2884	0.101086	Svm8G0006750 Svm9G0056010 Svm9G0001850 Svm9G0016990 Svm9G0006710 Svm6G0011030 Svm2G0029570 Svm8G0015150 Svm1G0046960 Svm4G0017490 Svm1G0002210 Svm8G0025030 Svm2G0051580 Svm1G0029890 Svm8G0000330 Svm8G0029230 Svm1G0030830
N010M03667	0.2312	0.304640	Svm3G0022670 Svm5G0051550 Svm5G0027050 Svm2G0017770 Svm3G0021020 Svm9G0026280 Svm9G0042660
N010M03668	0.3040	0.0119226	Svm1G0014580 Svm4G0000330 Svm3G0041930 Svm1G0044940 Svm3G0017290 Svm6G0034560 Svm7G0037850 Svm4G0036150
N010M03669	0.1754	0.356596	Svm9G0000890 Svm5G0019550 Svm2G0028560 Svm7G0038080 Svm3G0019420 Svm6G0032000 Svm2G0052820 Svm4G0000860
N010M03670	0.2609	0.0952151	Svm8G0007860 Svm1G0024070 Svm4G0002580
N010M03671	0.1339	0.764757	Svm8G0037340 Svm4G0026550 Svm7G0035260 Svm9G0063360
N010M03672	0.1558	0.557383	Svm2G0056610 Svm9G0000710 Svm6G0032960 Svm4G0012610
N010M03673	0.1091	0.764757	Svm3G0009620 Svm7G0028230 Svm2G0014010 Svm3G0009380
N010M03674	0.1400	0.464818	Svm2G0008150 Svm9G0000970 Svm6G0011120 Svm5G0012720 Svm5G0000770 Svm4G0019530 Svm4G0018200 Svm2G0000110 Svm6G0029710
N010M03675	0.2870	0.209026	Svm4G0010580 Svm7G0038090 Svm5G0016680 Svm8G0004450 Svm9G0002090 Svm2G0029040 Svm9G0021380 Svm3G0021480 Svm2G0004060 Svm7G0012990 Svm9G0011290 Svm8G0006850 Svm9G0001760 Svm4G0035850 Svm9G0032850 Svm2G0026650 Svm5G0025990 Svm2G0018240 Svm6G0000190 Svm8G0009740 Svm5G0040880 Svm5G0018310
N010M03676	0.1852	0.338052	Svm9G0068470 Svm7G0033780 Svm7G0036860 Svm8G0034890 Svm4G0028550
N010M03677	0.3653	0.0139277	Svm7G0027770 Svm1G0037140 Svm1G0034560 Svm9G0053810 Svm5G0046470 Svm1G0037410 Svm7G0013780 Svm1G0032270 Svm9G0043940 Svm2G0026360 Svm1G0013080 Svm1G0026950 Svm5G0026260 Svm1G0037150 Svm7G0041140
N010M03678	0.2685	0.534506	Svm9G0050970 Svm7G0037860 Svm9G0063800 Svm9G0007790 Svm3G0007280 Svm2G0024840 Svm5G0032840 Svm3G0028480 Svm2G0019420 Svm3G0016010 Svm3G0049140 Svm7G0022600
N010M03679	0.2336	0.191367	Svm9G0032790 Svm2G0031760 Svm7G0009140
N010M03680	0.3880	0.00606031	Svm5G0006280 Svm4G0026370 Svm6G0031700 Svm4G0037620 Svm9G0043580 Svm8G0002230 Svm6G0001640 Svm8G0027830 Svm5G0000130 Svm5G0028350 Svm6G0028060 Svm1G0014570 Svm3G0023000 Svm6G0001630 Svm7G0021360 Svm1G0031270
N010M03681	0.07483	0.843839	Svm3G0024510 Svm9G0007870 Svm2G0043990 Svm3G0004950
N010M03682	0.1954	0.261223	Svm6G0008640 Svm3G0049320 Svm7G0042740 Svm2G0048120 Svm5G0020640 Svm6G0019990 Svm4G0024700
N010M03683	0.1335	0.344460	Svm2G0003010 Svm5G0014070 Svm6G0009510 Svm3G0006790 Svm4G0005270 Svm2G0051240
N010M03684	0.2440	0.0779747	Svm1G0031040 Svm4G0037230 Svm5G0024070 Svm8G0001130 Svm9G0025230 Svm9G0029000 Svm8G0030380 Svm7G0035760
N010M03685	0.1202	0.562587	Svm8G0028550 Svm4G0003110 Svm8G0023880 Svm4G0034890 Svm3G0031270 Svm5G0006320 Svm6G0011510 Svm1G0009170
N010M03686	0.1476	0.661948	Svm8G0004390 Svm8G0009040 Svm6G0022260 Svm9G0017360 Svm3G0045440
N010M03687	0.2969	0.227539	Svm4G0026700 Svm7G0036250 Svm6G0006810 Svm9G0063900 Svm2G0036080 Svm1G0037310 Svm2G0029380 Svm1G0048150 Svm2G0013810 Svm4G0014520 Svm5G0033580 Svm8G0014930 Svm7G0020910 Svm3G0008510 Svm9G0007580 Svm9G0065840 Svm4G0031520 Svm9G0024030 Svm2G0031710 Svm3G0024340 Svm3G0005210 Svm4G0007680 Svm8G0001470
N010M03688	0.5287	0.00000	Svm1G0044410 Svm9G0014690 Svm6G0024040 Svm3G0049580 Svm9G0065780 Svm3G0026730 Svm5G0016860 Svm1G0002070 Svm1G0039300 Svm9G0068360 Svm3G0048180 Svm4G0034030 Svm2G0033510 Svm7G0017700 Svm9G0070420 Svm9G0013680 Svm5G0037020 Svm9G0055350 Svm9G0060780 Svm1G0016950 Svm6G0032710 Svm9G0022860 Svm6G0006730 Svm4G0025230 Svm2G0029260 Svm9G0019430 Svm4G0032230 Svm8G0028820 Svm2G0013240 Svm3G0025400 Svm3G0009820 Svm2G0031550 Svm4G0024490 Svm5G0039760 Svm4G0001500 Svm2G0008910 Svm3G0032900 Svm2G0055710 Svm7G0013330 Svm1G0033800 Svm5G0058570 Svm7G0024750 Svm3G0028460 Svm1G0049160 Svm9G0000010 Svm3G0039970 Svm3G0043770 Svm9G0024790 Svm7G0037010
N010M03689	0.2119	0.165569	Svm5G0038500 Svm9G0059430 Svm9G0026310 Svm3G0050920 Svm5G0037750 Svm4G0036230 Svm3G0032440 Svm9G0026320 Svm5G0049900
N010M03690	0.1146	0.661948	Svm5G0022600 Svm9G0010140 Svm9G0059870 Svm1G0013210 Svm9G0045280
N010M03691	0.1029	0.500000	Svm7G0010620 Svm9G0066220 Svm8G0030720
N010M03692	0.1210	0.331260	Svm8G0011020 Svm2G0008730 Svm8G0019020
N010M03693	0.1307	0.328953	Svm6G0016360 Svm9G0019790 Svm5G0046390
N010M03694	0.1609	0.661948	Svm8G0038420 Svm6G0029780 Svm3G0000550 Svm6G0028370 Svm4G0036820
N010M03695	0.2674	0.561677	Svm9G0007360 Svm1G0032140 Svm2G0000600 Svm7G0025210 Svm1G0001940 Svm3G0030210 Svm9G0008350 Svm2G0050770 Svm9G0067920 Svm9G0055280 Svm9G0019250 Svm9G0067600 Svm5G0051410 Svm5G0032470 Svm2G0054600 Svm1G0015940 Svm5G0032790 Svm4G0028800 Svm6G0034390 Svm2G0047050 Svm8G0012860 Svm9G0001990 Svm8G0014830 Svm5G0036420 Svm1G0001750
N010M03696	0.1814	0.814453	Svm4G0016410 Svm9G0046610 Svm7G0033530 Svm1G0039480 Svm1G0008910 Svm7G0011730 Svm5G0006180
N010M03697	0.09837	0.904785	Svm4G0004670 Svm2G0001130 Svm5G0046970
N010M03698	0.4537	0.0382613	Svm7G0008940 Svm4G0036710 Svm6G0029480
N010M03699	0.2954	0.0404278	Svm4G0005120 Svm7G0008260 Svm6G0003070
N010M03700	0.4289	0.0147005	Svm9G0004190 Svm1G0017330 Svm2G0014440 Svm3G0040670
N010M03701	0.1456	0.500000	Svm5G0022550 Svm9G0003980 Svm9G0057570
N010M03702	0.3311	0.0515711	Svm4G0034810 Svm7G0016600 Svm9G0059440 Svm2G0030420 Svm9G0046850 Svm1G0002570 Svm7G0040890 Svm5G0032930 Svm7G0020890 Svm1G0033190 Svm5G0040090 Svm2G0051280 Svm6G0023550 Svm4G0005490 Svm6G0025400 Svm3G0025710 Svm3G0025650 Svm6G0023700
N010M03703	0.1827	0.200983	Svm3G0022320 Svm2G0022050 Svm4G0022200 Svm5G0050820 Svm6G0024380
N010M03704	0.1347	0.582734	Svm5G0052460 Svm4G0039150 Svm3G0032180 Svm2G0014910 Svm5G0001910
N010M03705	0.2401	0.159213	Svm1G0035410 Svm6G0030510 Svm6G0030720 Svm2G0054330 Svm8G0037150 Svm2G0000160 Svm9G0037960 Svm3G0012570
N010M03706	0.2524	0.0561756	Svm6G0028670 Svm5G0058390 Svm2G0048870 Svm3G0031220
N010M03707	0.1634	0.261452	Svm9G0050380 Svm2G0020700 Svm8G0004190 Svm4G0017330 Svm5G0013960 Svm7G0013620 Svm3G0052310
N010M03708	0.1718	0.638034	Svm3G0009990 Svm3G0010870 Svm2G0056680 Svm5G0003990 Svm5G0039420 Svm1G0047890 Svm9G0012730 Svm6G0003500 Svm3G0003570
N010M03709	0.1806	0.0272572	Svm5G0029860 Svm5G0037730 Svm1G0040460 Svm3G0018300
N010M03710	0.2031	0.667497	Svm8G0038670 Svm7G0020280 Svm2G0029410 Svm1G0002160
N010M03711	0.1421	0.778356	Svm8G0007530 Svm2G0034360 Svm6G0034770 Svm3G0010750 Svm6G0028170 Svm7G0009310 Svm3G0010220
N010M03712	0.1181	0.959572	Svm4G0018240 Svm6G0014500 Svm8G0036710
N010M03713	0.1177	0.798302	Svm9G0031710 Svm5G0000890 Svm2G0051540 Svm6G0023580 Svm3G0049680
N010M03714	0.1110	0.894962	Svm7G0031100 Svm1G0046020 Svm7G0036180 Svm2G0057300 Svm9G0023570
N010M03715	0.1356	0.331260	Svm8G0038860 Svm5G0030680 Svm2G0039910
N010M03716	0.1845	0.531907	Svm3G0007290 Svm4G0009470 Svm9G0020320 Svm4G0006710 Svm9G0050130 Svm3G0002660
N010M03717	0.2077	0.500000	Svm1G0027750 Svm1G0027760 Svm7G0014020
N010M03718	0.4752	0.00557971	Svm7G0004900 Svm1G0019610 Svm1G0020850 Svm9G0033230 Svm2G0018550
N010M03719	0.1135	0.904785	Svm2G0036590 Svm3G0020340 Svm5G0001950
N010M03720	0.1397	0.734565	Svm6G0002850 Svm4G0021930 Svm3G0021640 Svm2G0013410 Svm7G0006570
N010M03721	0.1236	0.935897	Svm5G0053630 Svm6G0026830 Svm8G0026830 Svm8G0032360 Svm9G0070710 Svm2G0054040
N010M03722	0.1190	0.764757	Svm1G0016400 Svm6G0012530 Svm5G0048570 Svm9G0001990
N010M03723	0.1285	0.764757	Svm4G0032980 Svm5G0010510 Svm2G0001080 Svm4G0003970
N010M03724	0.08735	0.668740	Svm6G0032010 Svm9G0000510 Svm8G0017160
N010M03725	0.1074	0.668740	Svm9G0007100 Svm5G0033990 Svm1G0032900
N010M03726	0.1198	0.969699	Svm5G0006520 Svm4G0039240 Svm3G0036250 Svm3G0007510
N010M03727	0.1049	0.904785	Svm9G0019880 Svm1G0003870 Svm8G0033930
N010M03728	0.1757	0.417266	Svm5G0057530 Svm5G0049640 Svm9G0007930 Svm2G0056760 Svm3G0031990
N010M03729	0.1371	0.417266	Svm6G0030620 Svm3G0034000 Svm6G0015060 Svm3G0049550 Svm7G0043320
N010M03730	0.1877	0.814453	Svm3G0052150 Svm9G0027500 Svm7G0037160 Svm8G0027690 Svm9G0013550 Svm8G0017090 Svm5G0013530
N010M03731	0.1138	0.235243	Svm2G0017240 Svm1G0015550 Svm5G0034140 Svm9G0004330
N010M03732	0.1944	0.265435	Svm1G0006430 Svm6G0023900 Svm4G0036020 Svm5G0030540 Svm1G0018710
N010M03733	0.1597	0.562587	Svm6G0001480 Svm7G0034840 Svm2G0028820 Svm4G0038910 Svm8G0016180 Svm1G0003090 Svm2G0020020 Svm2G0014200
N010M03734	0.6028	0.0105353	SvmUn2G0001970 SvmUn2G0000150 SvmUn2G0000690 SvmUn2G0001300
N010M03735	0.2832	0.0404278	Svm2G0019000 Svm9G0001200 Svm1G0014710
N010M03736	0.09470	0.920068	Svm2G0014660 Svm6G0022700 Svm1G0001850 Svm1G0014870 Svm1G0004710 Svm5G0009410 Svm4G0010760
N010M03737	0.1085	0.904785	Svm2G0007380 Svm6G0013780 Svm6G0021160
N010M03738	0.1390	0.903035	Svm9G0004400 Svm9G0067350 Svm9G0008700 Svm8G0005070
N010M03739	0.1031	0.734565	Svm9G0049500 Svm9G0037840 Svm4G0021720 Svm3G0025770 Svm5G0033920
N010M03740	0.09937	0.808633	Svm6G0021660 Svm2G0028400 Svm6G0007930
N010M03741	0.1905	0.344202	Svm7G0024060 Svm3G0034120 Svm9G0065370 Svm7G0027380 Svm9G0053870 Svm7G0012930
N010M03742	0.1239	0.667497	Svm5G0039950 Svm8G0016790 Svm5G0005290 Svm2G0041450
N010M03743	0.1312	0.500000	Svm8G0002110 Svm6G0035560 Svm1G0018090
N010M03744	0.1852	0.661948	Svm4G0038570 Svm2G0043780 Svm1G0033340 Svm3G0006920 Svm3G0017930
N010M03745	0.1264	0.808633	Svm4G0032310 Svm5G0010880 Svm1G0021160
N010M03746	0.1376	0.712413	Svm9G0034490 Svm2G0028730 Svm9G0061760 Svm2G0021230 Svm2G0026580 Svm1G0042280
N010M03747	0.2505	0.124032	Svm1G0023420 Svm9G0070020 Svm4G0023650 Svm5G0020550 Svm2G0045820 Svm9G0045700 Svm3G0007980
N010M03748	0.2075	0.418681	Svm6G0000560 Svm1G0047030 Svm2G0010980 Svm9G0019090 Svm9G0031470 Svm7G0016100 Svm9G0008770 Svm2G0038830 Svm9G0054870 Svm3G0026870 Svm7G0023210 Svm3G0027530 Svm7G0016050
N010M03749	0.3267	0.0686614	Svm9G0052940 Svm7G0030640 Svm4G0000820 Svm5G0033680 Svm5G0004250 Svm7G0026880 Svm1G0047260 Svm4G0023090 Svm7G0016420 Svm9G0050010 Svm3G0019430 Svm2G0043700 Svm6G0010870 Svm3G0016730 Svm7G0032830 Svm3G0008500 Svm2G0000910 Svm1G0028500 Svm7G0041700 Svm6G0023010 Svm5G0017430 Svm3G0017190 Svm2G0055930 Svm1G0038930 Svm4G0030980 Svm1G0032000 Svm9G0006880 Svm3G0009130 Svm2G0050010 Svm9G0031060
N010M03750	0.1948	0.562587	Svm8G0038670 Svm2G0027110 Svm3G0009370 Svm7G0026910 Svm7G0020280 Svm2G0029410 Svm1G0002160 Svm3G0039090
N010M03751	0.1473	0.603552	Svm1G0043320 Svm3G0014120 Svm1G0012730 Svm7G0022770 Svm5G0058820 Svm9G0053910 Svm2G0018040 Svm3G0027490
N010M03752	0.2430	0.0952151	Svm3G0044060 Svm1G0025170 Svm5G0058520
N010M03753	0.1741	0.952654	Svm6G0026190 Svm6G0017290 Svm2G0020210 Svm8G0006650 Svm5G0038270
N010M03754	0.1426	0.903035	Svm9G0032350 Svm2G0013420 Svm1G0030780 Svm3G0035710
N010M03755	0.1616	0.920068	Svm3G0019290 Svm3G0038520 Svm9G0009090 Svm2G0006800 Svm1G0001990 Svm3G0049840 Svm5G0042520
N010M03756	0.1475	0.500000	Svm2G0020700 Svm8G0004190 Svm2G0042780
N010M03757	0.1499	0.550837	Svm3G0030300 Svm1G0002550 Svm2G0047290 Svm1G0046380 Svm7G0019770 Svm2G0021990 Svm1G0033990
N010M03758	0.1759	0.331260	Svm5G0013000 Svm2G0040190 Svm9G0006150
N010M03759	0.1115	0.668740	Svm9G0066100 Svm7G0021460 Svm7G0019960
N010M03760	0.2643	0.0606123	Svm6G0010400 Svm7G0000930 Svm7G0012140 Svm3G0044250 Svm1G0025180 Svm1G0009130 Svm9G0040090 Svm8G0005570 Svm5G0021980 Svm9G0004580
N010M03761	0.4737	0.0105353	Svm2G0004360 Svm2G0057490 Svm5G0052640 Svm4G0030210
N010M03762	0.08512	0.810761	Svm9G0041200 Svm2G0016850 Svm4G0014710 Svm1G0044280 Svm6G0014390 Svm3G0048380
N010M03763	0.08946	0.936231	Svm6G0002060 Svm9G0001290 Svm3G0046340 Svm4G0020610 Svm1G0033240 Svm6G0004360
N010M03764	0.1501	0.582734	Svm8G0027520 Svm1G0010900 Svm3G0013680 Svm7G0036630 Svm5G0044210
N010M03765	0.1117	0.344460	Svm2G0031800 Svm5G0041400 Svm8G0030510 Svm3G0029470 Svm9G0048190 Svm9G0033640
N010M03766	0.1791	0.752582	Svm9G0060580 Svm5G0021100 Svm7G0011600 Svm8G0002750 Svm7G0041210 Svm1G0021880 Svm5G0043320 Svm7G0032820
N010M03767	0.2091	0.550837	Svm7G0039000 Svm8G0023720 Svm2G0013960 Svm8G0030660 Svm7G0008200 Svm2G0018480 Svm2G0014550
