#Network	Quality Score	P-value	Gene List
N010M00205	0.5890	0.00000	Svm4G0004910 Svm8G0001300 Svm5G0021220 Svm7G0019510 Svm1G0011310 Svm8G0018720 Svm2G0024750 Svm5G0003130 Svm5G0044550 Svm7G0032280 Svm3G0009560 Svm5G0042400 Svm7G0003220 Svm3G0032190 Svm4G0018580 Svm7G0034690 Svm2G0011370 Svm5G0016940 Svm9G0022250 Svm2G0022000 Svm3G0035470 Svm1G0031500 Svm3G0027690 Svm6G0007430 Svm1G0023840 Svm1G0011550 Svm6G0027190 Svm5G0021720 Svm3G0053590 Svm9G0001070 Svm9G0041730 Svm2G0053660 Svm4G0034500 Svm1G0012170 Svm9G0060250 Svm5G0021230 Svm9G0043930 Svm8G0004570 Svm2G0043640 Svm4G0035790 Svm4G0009760 Svm8G0033010 Svm3G0019100 Svm3G0003550
N010M00206	0.2206	0.731419	Svm7G0034010 Svm5G0004070 Svm5G0031660 Svm1G0042270 Svm5G0008000 Svm9G0000210 Svm9G0060830 Svm1G0040420 Svm2G0055810 Svm1G0001220 Svm2G0004310 Svm3G0035080 Svm9G0008290 Svm8G0018630 Svm3G0003720 Svm9G0015040 Svm1G0037780 Svm2G0030290
N010M00207	0.4598	5.34768e-07	Svm5G0029700 Svm9G0060490 Svm2G0040500 Svm6G0000150 Svm8G0019660 Svm3G0045850 Svm7G0022700 Svm7G0009760 Svm6G0028350 Svm1G0038710 Svm1G0033890 Svm7G0040140 Svm1G0006620 Svm9G0054170 Svm5G0052540 Svm9G0068030 Svm7G0027050 Svm9G0027970 Svm5G0005430 Svm2G0015320 Svm9G0004590 Svm9G0016560 Svm6G0027910 Svm7G0024320 Svm4G0002770 Svm2G0041500 Svm5G0055770 Svm6G0029690 Svm2G0000080 Svm3G0009270 Svm9G0026360 Svm1G0006580 Svm5G0013920 Svm2G0053690 Svm1G0038840 Svm7G0019490 Svm5G0047990 Svm3G0014260 Svm5G0050130 Svm9G0009190 Svm6G0021110
N010M00208	0.4167	1.44827e-05	Svm6G0018250 Svm2G0006330 Svm8G0027700 Svm9G0061770 Svm7G0012540 Svm7G0034980 Svm7G0031280 Svm9G0006450 Svm9G0050770 Svm7G0009670 Svm5G0006380 Svm2G0055260 Svm2G0006130 Svm9G0003770 Svm6G0030820 Svm9G0050290 Svm6G0006760 Svm1G0003430 Svm9G0057830 Svm5G0034490 Svm5G0036000 Svm1G0023330 Svm6G0023770 Svm1G0005530 Svm9G0063510 Svm2G0036970 Svm9G0006170 Svm7G0009150 Svm7G0035710 Svm1G0024340 Svm4G0025810 Svm1G0015200 Svm4G0006190 Svm6G0001940 Svm3G0004580 Svm4G0018550 Svm3G0008660 Svm6G0008540
N010M00209	0.6881	0.00000	Svm3G0024850 Svm4G0015680 Svm1G0016190 Svm5G0002190 Svm6G0005320 Svm6G0005400 Svm6G0034950 Svm6G0016580 Svm5G0023240 Svm7G0017100 Svm8G0033360 Svm9G0007720 Svm6G0023500 Svm7G0043020 Svm3G0028240 Svm7G0020140 Svm8G0011090 Svm1G0037860 Svm2G0037450 Svm1G0045970 Svm5G0041480 Svm4G0035290 Svm4G0021910 Svm1G0029340 Svm6G0006360 Svm5G0030710 Svm9G0062380 Svm9G0062390 Svm3G0003040 Svm6G0003990 Svm9G0029260 Svm2G0030870 Svm2G0017450 Svm9G0037550 Svm9G0068840
N010M00210	0.2340	0.466940	Svm2G0019920 Svm5G0026130 Svm2G0042430 Svm9G0066060 Svm4G0017250 Svm7G0015440 Svm5G0014550 Svm8G0002140 Svm5G0003330 Svm4G0016200 Svm9G0046480 Svm4G0006170 Svm9G0026960 Svm9G0012200 Svm7G0023190
N010M00211	0.3253	0.0908519	Svm2G0050980 Svm9G0011460 Svm4G0028370 Svm5G0056470 Svm4G0015320 Svm2G0056050 Svm9G0069870 Svm5G0030590 Svm1G0041460 Svm3G0023270 Svm9G0008910 Svm4G0039090 Svm4G0000190 Svm1G0027740 Svm4G0030490 Svm6G0030120 Svm6G0035490 Svm9G0053550 Svm2G0039340 Svm5G0041990 Svm1G0007240 Svm1G0041180 Svm7G0020600 Svm9G0020500 Svm5G0050140 Svm7G0006220 Svm9G0000870 Svm5G0049840
N010M00212	0.6961	0.00000	Svm5G0027740 Svm2G0012750 Svm1G0041200 Svm5G0007670 Svm6G0019870 Svm2G0030780 Svm3G0012210 Svm8G0005000 Svm3G0012250 Svm9G0009560 Svm2G0015920 Svm2G0007490 Svm2G0042120 Svm7G0043030 Svm7G0013220 Svm3G0012160 Svm6G0019910 Svm2G0043850 Svm7G0012390 Svm1G0025290 Svm9G0058630 Svm2G0010200 Svm9G0033770 Svm3G0018320 Svm2G0026760 Svm7G0031240 Svm8G0001730 Svm3G0038850 Svm9G0003460 Svm4G0011220 Svm1G0003190 Svm8G0026950 Svm8G0010890 Svm2G0000390 Svm5G0026290 Svm2G0033840 Svm4G0019280 Svm1G0006340
N010M00213	0.7196	0.00000	Svm7G0014250 Svm2G0027670 Svm2G0014920 Svm1G0016570 Svm1G0001210 Svm2G0000220 Svm2G0021570 Svm2G0049390 Svm3G0041560 Svm4G0018650 Svm6G0004620 Svm7G0013820 Svm2G0000570 Svm3G0043070 Svm7G0034830 Svm5G0049220 Svm4G0027020 Svm3G0000630 Svm1G0026150 Svm1G0011060 Svm2G0037120 Svm6G0035450 Svm6G0029330 Svm1G0037270 Svm1G0038220 Svm9G0033790 Svm7G0027020 Svm8G0016020 Svm3G0019930 Svm3G0013770 Svm1G0036690 Svm1G0039370 Svm8G0036630 Svm2G0019090 Svm4G0038790
N010M00214	0.2121	0.492482	Svm6G0019220 Svm4G0010580 Svm2G0012060 Svm8G0004450 Svm4G0023190 Svm5G0046480 Svm9G0002090 Svm2G0004060 Svm4G0035850 Svm9G0032850 Svm2G0026650 Svm2G0018240 Svm6G0000190 Svm5G0035140 Svm5G0017060 Svm3G0015190
N010M00215	0.3316	0.0339344	Svm3G0020200 Svm8G0004450 Svm4G0023190 Svm7G0016310 Svm9G0002090 Svm9G0059190 Svm2G0053240 Svm8G0014940 Svm2G0004060 Svm5G0017940 Svm7G0012990 Svm9G0011290 Svm6G0025310 Svm4G0010610 Svm3G0011840 Svm4G0035850 Svm4G0008110 Svm9G0032850 Svm2G0026650 Svm2G0018240 Svm1G0046410 Svm5G0058660 Svm7G0014270 Svm5G0035140 Svm8G0018060 Svm5G0015630 Svm2G0015640 Svm5G0053970 Svm8G0001990 Svm5G0036730
N010M00216	0.2941	0.332686	Svm2G0029000 Svm9G0045980 Svm2G0029240 Svm5G0041080 Svm9G0027210 Svm2G0039180 Svm8G0027170 Svm7G0032930 Svm6G0031490 Svm9G0056110 Svm5G0048220 Svm7G0013480 Svm9G0024650 Svm9G0008240 Svm9G0000200 Svm1G0010340 Svm1G0032580 Svm2G0048580 Svm2G0028080 Svm5G0036180 Svm3G0001890 Svm9G0041390 Svm5G0016850 Svm7G0041200 Svm6G0027740 Svm5G0004410 Svm6G0029170
N010M00217	0.7317	0.00000	Svm2G0040330 Svm7G0010170 Svm5G0024280 Svm1G0034390 Svm2G0043260 Svm9G0070720 Svm2G0048710 Svm3G0001720 Svm3G0004160 Svm3G0025320 Svm6G0006180 Svm6G0030690 Svm7G0015810 Svm7G0019840 Svm7G0039490 Svm9G0052480 Svm3G0017060 Svm1G0010500 Svm9G0029040 Svm5G0005810 Svm9G0000070 Svm1G0034310 Svm9G0052280 Svm2G0036800 Svm2G0027760 Svm7G0035210 Svm5G0053960 Svm5G0004550 Svm3G0037840 Svm5G0003140 Svm8G0000970 Svm2G0044810 Svm3G0029380 Svm5G0009880
N010M00218	0.4402	5.35509e-05	Svm4G0005040 Svm5G0039200 Svm1G0036160 Svm1G0032820 Svm9G0068730 Svm6G0014430 Svm7G0026370 Svm3G0021110 Svm3G0016400 Svm8G0028480 Svm5G0046930 Svm5G0047050 Svm3G0034890 Svm8G0001140 Svm5G0034280 Svm6G0016940 Svm9G0048920 Svm5G0035790 Svm8G0020230 Svm9G0044500 Svm7G0011160 Svm1G0032840 Svm5G0047670 Svm5G0041960 Svm1G0042440 Svm1G0032890 Svm2G0048370 Svm2G0048390 Svm5G0030010 Svm1G0040650 Svm4G0015970 Svm3G0006810
N010M00219	0.7532	0.00000	Svm1G0038180 Svm2G0011250 Svm4G0021210 Svm4G0031210 Svm8G0034600 Svm1G0009560 Svm9G0027130 Svm7G0000850 Svm3G0019090 Svm7G0009950 Svm9G0046540 Svm1G0048690 Svm1G0006030 Svm4G0019370 Svm3G0046470 Svm1G0007540 Svm4G0001210 Svm5G0023980 Svm4G0006310 Svm8G0029960 Svm2G0004760 Svm2G0030390 Svm3G0004080 Svm1G0025390 Svm5G0023780 Svm2G0006220 Svm8G0034080 Svm2G0012510 Svm5G0046080 Svm7G0031580 Svm8G0021510 Svm7G0011560
N010M00220	0.7553	0.00000	Svm6G0000310 Svm3G0000140 Svm3G0040940 Svm4G0008680 Svm4G0022890 Svm5G0010250 Svm5G0022830 Svm6G0001210 Svm6G0033250 Svm7G0003340 Svm7G0004710 Svm7G0006150 Svm7G0037220 Svm7G0037340 Svm7G0037390 Svm7G0042820 Svm9G0027770 Svm9G0031550 Svm9G0043380 Svm2G0053470 Svm2G0022170 Svm6G0030940 Svm3G0046720 Svm1G0014660 Svm2G0023320 Svm6G0013940 Svm2G0034070 Svm6G0028390 Svm6G0008750 Svm9G0043520 Svm2G0031540 Svm8G0010000
N010M00221	0.3456	0.0128058	Svm4G0010350 Svm5G0011150 Svm5G0011500 Svm4G0031290 Svm1G0046820 Svm8G0013650 Svm1G0020340 Svm9G0042340 Svm7G0028500 Svm3G0008040 Svm6G0008070 Svm8G0004370 Svm7G0006800 Svm1G0020350 Svm4G0017120 Svm7G0027190 Svm1G0018040 Svm5G0042600 Svm5G0024300 Svm9G0056980
N010M00222	0.7682	0.00000	Svm9G0021020 Svm9G0038140 Svm1G0002050 Svm1G0006390 Svm1G0019280 Svm2G0001640 Svm2G0019150 Svm2G0048040 Svm4G0023430 Svm5G0015760 Svm5G0021650 Svm2G0026920 Svm8G0010940 Svm9G0052350 Svm9G0053700 Svm2G0005430 Svm1G0043700 Svm8G0037320 Svm4G0030630 Svm3G0032140 Svm6G0006190 Svm8G0014350 Svm8G0017960 Svm6G0021660 Svm9G0046760 Svm5G0028710 Svm9G0010590 Svm9G0008560 Svm9G0031890 Svm3G0024990 Svm1G0010910 Svm9G0056900 Svm2G0016560 Svm5G0017100
N010M00223	0.6331	1.06128e-09	Svm3G0038180 Svm8G0023290 Svm4G0018690 Svm1G0040870 Svm3G0018650 Svm3G0019650 Svm5G0026450 Svm5G0017350 Svm1G0031350 Svm5G0053520 Svm4G0029280 Svm9G0042310 Svm5G0032860 Svm5G0046770 Svm6G0016210 Svm7G0009200 Svm1G0002450 Svm9G0025900 Svm3G0022970 Svm9G0030510 Svm2G0050380 Svm1G0041520 Svm1G0005660 Svm2G0045680 Svm5G0024600 Svm9G0030350 Svm6G0020460 Svm9G0059340 Svm6G0026610 Svm5G0033980
N010M00224	0.6766	1.52893e-09	Svm9G0055530 Svm9G0068770 Svm9G0017240 Svm2G0007160 Svm3G0026160 Svm8G0035990 Svm6G0002170 Svm7G0001480 Svm6G0020150 Svm9G0050080 Svm9G0036100 Svm8G0001410 Svm6G0030460 Svm3G0043190 Svm2G0049970 Svm4G0016570 Svm7G0036820 Svm4G0001710 Svm3G0034850 Svm1G0046270 Svm4G0027700 Svm6G0025460 Svm6G0023140 Svm3G0040720 Svm7G0012470 Svm3G0037260
N010M00225	0.2454	0.797323	Svm9G0032300 Svm9G0066930 Svm5G0035060 Svm5G0056720 Svm6G0010480 Svm9G0043560 Svm4G0004040 Svm5G0033240 Svm1G0035140 Svm1G0015870 Svm9G0004700 Svm7G0041470 Svm2G0047070 Svm2G0017700 Svm2G0027800 Svm2G0033570 Svm5G0008030 Svm6G0033840 Svm6G0018990
N010M00226	0.3740	0.00590802	Svm8G0006670 Svm5G0015320 Svm5G0045860 Svm5G0041520 Svm4G0031040 Svm2G0032440 Svm8G0025070 Svm4G0029570 Svm9G0026850 Svm6G0035190 Svm5G0044900 Svm9G0035560 Svm4G0010000 Svm9G0035520 Svm8G0016850 Svm6G0034120 Svm9G0030900 Svm5G0039280 Svm8G0015590 Svm5G0002740 Svm9G0043910 Svm7G0027460 Svm3G0030020 Svm1G0035050 Svm1G0045000 Svm2G0047020 Svm3G0002590 Svm7G0018580 Svm6G0013530 Svm7G0039770 Svm7G0010320 Svm1G0003020
N010M00227	0.2699	0.192072	Svm4G0032430 Svm9G0000850 Svm2G0033230 Svm6G0021260 Svm9G0049690 Svm5G0031510 Svm6G0003470 Svm9G0051830 Svm5G0044920 Svm7G0011130 Svm3G0025630 Svm8G0013510 Svm7G0003780 Svm8G0036770 Svm3G0023950 Svm3G0022810 Svm4G0021240 Svm2G0056460
N010M00228	0.2740	0.209895	Svm3G0007280 Svm2G0024840 Svm5G0032840 Svm9G0001800 Svm9G0024440 Svm7G0026540 Svm5G0051850 Svm3G0028480 Svm5G0042650 Svm9G0020240 Svm2G0019420 Svm3G0016010 Svm9G0051590 Svm7G0022600 Svm6G0021280 Svm3G0001110 Svm1G0047200 Svm7G0040790
N010M00229	0.3307	0.0233443	Svm3G0002770 Svm3G0021400 Svm2G0005140 Svm9G0022870 Svm9G0013620 Svm7G0025320 Svm2G0037200 Svm7G0031180 Svm1G0044890 Svm9G0035540 Svm9G0027640 Svm9G0013630 Svm6G0003750 Svm2G0052420 Svm8G0003300 Svm5G0009700 Svm1G0003440 Svm5G0033170 Svm7G0041500 Svm9G0017690
N010M00230	0.3248	0.152872	Svm9G0017040 Svm4G0009330 Svm3G0004940 Svm9G0031150 Svm6G0032150 Svm5G0006550 Svm7G0028650 Svm1G0019010 Svm6G0016390 Svm9G0054090 Svm9G0000410 Svm9G0011640 Svm3G0047640 Svm1G0030450 Svm3G0034060 Svm7G0023040 Svm7G0005690 Svm1G0023250 Svm5G0034060 Svm5G0044370 Svm9G0056220 Svm2G0050090 Svm2G0055560 Svm5G0003210 Svm1G0037980 Svm3G0033760 Svm7G0014700 Svm9G0052080
N010M00231	0.7440	0.00000	Svm6G0008730 Svm1G0017790 Svm7G0019930 Svm1G0035970 Svm3G0012840 Svm6G0029680 Svm7G0006500 Svm3G0047770 Svm3G0003310 Svm2G0034630 Svm4G0019790 Svm8G0032640 Svm4G0034690 Svm6G0010340 Svm4G0024660 Svm3G0019370 Svm8G0013780 Svm2G0040810 Svm8G0007550 Svm9G0063650 Svm8G0023070 Svm8G0003480 Svm8G0001330 Svm2G0016810 Svm5G0030130 Svm5G0001860 Svm1G0022430 Svm4G0018540 Svm6G0003480 Svm5G0045610 Svm5G0044310 Svm3G0013130 Svm8G0000860 Svm9G0060600 Svm4G0005560 Svm5G0055000 Svm6G0003610
N010M00232	0.2112	0.417862	Svm2G0041420 Svm6G0010600 Svm4G0004550 Svm7G0032400 Svm4G0013290 Svm9G0000600 Svm4G0013980 Svm5G0051920 Svm9G0059040 Svm3G0014210 Svm2G0017970 Svm2G0040620 Svm4G0036470 Svm3G0026900 Svm8G0027760 Svm3G0023340
N010M00233	0.4236	5.70420e-05	Svm5G0049780 Svm7G0009770 Svm9G0013580 Svm9G0065600 Svm6G0015820 Svm5G0027110 Svm6G0020580 Svm1G0009300 Svm5G0019230 Svm5G0012480 Svm9G0026480 Svm2G0054300 Svm7G0004680 Svm9G0020180 Svm4G0029830 Svm9G0029460 Svm2G0039710 Svm3G0000610 Svm5G0047390 Svm3G0006450 Svm4G0007660 Svm5G0003350 Svm7G0019260 Svm4G0018870 Svm1G0027030 Svm1G0001620 Svm5G0004190 Svm5G0052700 Svm8G0007180 Svm2G0036330 Svm9G0038880
N010M00234	0.7679	0.00000	Svm3G0042530 Svm1G0012690 Svm2G0002560 Svm2G0051620 Svm3G0034670 Svm4G0023670 Svm4G0029170 Svm5G0000420 Svm5G0019690 Svm6G0005240 Svm9G0020800 Svm6G0005980 Svm7G0025470 Svm8G0003400 Svm8G0015760 Svm9G0019040 Svm7G0029640 Svm9G0029970 Svm9G0019030 Svm1G0005290 Svm2G0012320 Svm5G0026850 Svm2G0026690 Svm6G0020700 Svm8G0013240 Svm1G0046200 Svm9G0039520 Svm3G0028970 Svm1G0042080 Svm1G0024210 Svm7G0030630 Svm8G0002620 Svm3G0017900 Svm1G0003500
N010M00235	0.1948	0.534506	Svm6G0012830 Svm5G0008440 Svm1G0045310 Svm5G0041860 Svm5G0030530 Svm4G0016610 Svm2G0023160 Svm6G0004830 Svm8G0019570 Svm9G0066850 Svm3G0053890 Svm4G0028840
N010M00236	0.3367	0.0859955	Svm9G0000480 Svm1G0041260 Svm7G0036110 Svm4G0028930 Svm8G0025420 Svm7G0005430 Svm5G0051340 Svm9G0045860 Svm4G0029140 Svm4G0016620 Svm7G0006070 Svm9G0048090 Svm3G0000750 Svm5G0053290 Svm5G0050110 Svm1G0011690 Svm1G0027620 Svm7G0041170 Svm3G0025350 Svm9G0066040 Svm2G0049710 Svm9G0044670 Svm1G0026980 Svm1G0033450 Svm5G0035370 Svm5G0000180 Svm3G0049550 Svm9G0034770 Svm1G0028070 Svm5G0011710 Svm4G0034280 Svm9G0030690 Svm2G0016540
N010M00237	0.7216	0.00000	Svm8G0004240 Svm5G0032960 Svm5G0032970 Svm9G0010180 Svm5G0057390 Svm1G0044810 Svm3G0019070 Svm5G0032980 Svm5G0033420 Svm5G0004650 Svm9G0012470 Svm5G0039310 Svm2G0004070 Svm5G0045040 Svm1G0047210 Svm7G0001450 Svm4G0034350 Svm4G0013100 Svm4G0038450 Svm8G0033890 Svm4G0037530 Svm9G0063370 Svm4G0017340 Svm3G0024810 Svm3G0011510 Svm2G0016310 Svm5G0029440 Svm8G0004480 Svm8G0006140 Svm8G0024910 Svm7G0017590 Svm4G0018860 Svm9G0043820 Svm3G0024820 Svm5G0018120 Svm1G0003010 Svm5G0012490 Svm3G0008970 Svm5G0052650 Svm1G0001090 Svm4G0027250 Svm5G0004400 Svm9G0008460
N010M00238	0.6412	0.00000	Svm4G0036960 Svm3G0021410 Svm8G0025850 Svm7G0033670 Svm4G0037790 Svm3G0045480 Svm9G0046910 Svm8G0011770 Svm8G0005110 Svm7G0034590 Svm3G0013470 Svm2G0030240 Svm4G0027640 Svm1G0032260 Svm7G0025360 Svm5G0024490 Svm8G0005370 Svm9G0016470 Svm9G0041840 Svm9G0018460 Svm5G0014840 Svm6G0029130 Svm6G0000950 Svm8G0002440 Svm8G0030250 Svm6G0035430 Svm7G0025680 Svm9G0046530 Svm1G0022480 Svm5G0041340 Svm5G0047900 Svm1G0008500 Svm4G0030390 Svm9G0003720 Svm7G0029840 Svm9G0043060 Svm9G0058940 Svm9G0011110 Svm5G0054980 Svm9G0013350 Svm9G0045960 Svm7G0032720 Svm6G0001920 Svm7G0028850
N010M00239	0.5984	0.00000	Svm4G0004910 Svm8G0001300 Svm5G0021220 Svm7G0019510 Svm1G0011310 Svm8G0018720 Svm2G0002680 Svm1G0026230 Svm2G0024750 Svm5G0003130 Svm7G0032280 Svm3G0009560 Svm5G0042400 Svm7G0003220 Svm1G0018630 Svm3G0032190 Svm8G0001060 Svm4G0018580 Svm7G0034690 Svm2G0011370 Svm5G0016940 Svm9G0022250 Svm2G0022000 Svm3G0035470 Svm3G0027690 Svm6G0007430 Svm1G0023840 Svm1G0011550 Svm6G0027190 Svm5G0021720 Svm3G0053590 Svm9G0001070 Svm4G0034500 Svm1G0012170 Svm9G0060250 Svm5G0021230 Svm9G0043930 Svm8G0004570 Svm2G0043640 Svm4G0035790 Svm4G0009760 Svm8G0033010 Svm5G0029760 Svm1G0011210 Svm6G0009890 Svm5G0009230
N010M00240	0.2197	0.676797	Svm9G0039050 Svm7G0034550 Svm4G0029800 Svm9G0026200 Svm3G0052500 Svm7G0009520 Svm1G0026660 Svm1G0049040 Svm9G0040480 Svm7G0009540 Svm8G0028510 Svm4G0006860 Svm9G0019920 Svm9G0020370 Svm7G0008320 Svm9G0000340 Svm5G0040000 Svm9G0069190
N010M00241	0.2761	0.472526	Svm7G0035630 Svm2G0035740 Svm1G0029310 Svm9G0053070 Svm1G0016500 Svm7G0026670 Svm9G0003030 Svm3G0030130 Svm3G0000250 Svm8G0016320 Svm1G0031210 Svm6G0016600 Svm1G0010520 Svm9G0031870
N010M00242	0.1592	0.727815	Svm9G0015110 Svm1G0027700 Svm5G0034330 Svm4G0033480 Svm5G0008870 Svm5G0040030 Svm6G0007860 Svm3G0005170 Svm3G0018740 Svm5G0058810 Svm5G0015380 Svm9G0052170
N010M00243	0.7787	0.00000	Svm5G0047980 Svm7G0002390 Svm2G0018750 Svm3G0046150 Svm4G0003670 Svm5G0015410 Svm6G0016650 Svm6G0021630 Svm8G0023220 Svm8G0024350 Svm9G0050220 Svm3G0038920 Svm7G0031700 Svm3G0033940 Svm3G0009610 Svm5G0030090 Svm6G0026110 Svm1G0029050 Svm6G0010730 Svm4G0000030 Svm5G0021610 Svm3G0046350 Svm3G0009150 Svm3G0006560 Svm3G0001400 Svm7G0019560 Svm3G0004410 Svm7G0001280 Svm3G0023730 Svm2G0023020 Svm7G0013960 Svm1G0007910 Svm3G0009310 Svm9G0040490 Svm3G0003060 Svm4G0011720
N010M00244	0.7519	0.00000	Svm5G0017760 Svm5G0053040 Svm1G0029280 Svm2G0001710 Svm2G0038980 Svm2G0045410 Svm5G0035290 Svm5G0054070 Svm5G0054870 Svm6G0014340 Svm6G0017740 Svm7G0003450 Svm7G0041350 Svm8G0002930 Svm8G0009070 Svm8G0028810 Svm8G0036430 Svm9G0034160 Svm9G0069340 Svm4G0015040 Svm2G0003230 Svm6G0003230 Svm4G0004280 Svm3G0008620 Svm1G0041680 Svm3G0042990 Svm3G0043040 Svm4G0006040
N010M00245	0.2418	0.581468	Svm1G0000020 Svm9G0004100 Svm7G0011590 Svm5G0055310 Svm4G0011690 Svm8G0030790 Svm9G0069530 Svm2G0006070 Svm7G0001690 Svm2G0023830 Svm6G0027550 Svm6G0001180 Svm4G0036750 Svm6G0018580 Svm6G0012730 Svm8G0035050 Svm5G0025420 Svm1G0024730
N010M00246	0.2894	0.390967	Svm1G0043590 Svm9G0026380 Svm8G0008700 Svm7G0019880 Svm4G0004040 Svm5G0033240 Svm1G0035140 Svm2G0043860 Svm2G0045340 Svm1G0024700 Svm3G0016680 Svm2G0042710 Svm5G0035590 Svm1G0015870 Svm1G0040950 Svm9G0036510 Svm7G0041470 Svm5G0008230 Svm9G0017470 Svm9G0063680 Svm1G0018030 Svm9G0026390 Svm7G0020510 Svm2G0047070 Svm4G0004000 Svm5G0008030 Svm6G0017810
N010M00247	0.7512	0.00000	Svm8G0004110 Svm1G0038010 Svm1G0046470 Svm2G0009690 Svm4G0021130 Svm4G0026940 Svm4G0036570 Svm5G0006970 Svm5G0033660 Svm7G0013610 Svm7G0027480 Svm8G0029370 Svm7G0041920 Svm1G0009720 Svm7G0005700 Svm5G0043680 Svm9G0064290 Svm7G0022230 Svm3G0051050 Svm2G0035690 Svm7G0024330 Svm9G0004240 Svm9G0055100 Svm7G0025340 Svm9G0057730 Svm1G0028660 Svm9G0049550 Svm5G0026810 Svm2G0046190 Svm3G0049070 Svm1G0027090 Svm9G0023920 Svm5G0026060
N010M00248	0.2913	0.267336	Svm1G0049360 Svm9G0001410 Svm9G0047510 Svm9G0064510 Svm5G0046170 Svm1G0024290 Svm4G0005550 Svm1G0030610 Svm1G0011970 Svm7G0038090 Svm7G0034800 Svm5G0016680 Svm2G0029040 Svm9G0021380 Svm3G0021480 Svm8G0006850 Svm9G0001760 Svm3G0028830 Svm2G0026650 Svm5G0025990 Svm2G0018240 Svm8G0009740 Svm4G0008410 Svm5G0040880 Svm5G0018310
N010M00249	0.7498	0.00000	Svm9G0046600 Svm5G0029630 Svm2G0010400 Svm4G0029320 Svm7G0007800 Svm7G0024300 Svm1G0037210 Svm2G0034670 Svm2G0052330 Svm8G0015860 Svm5G0056300 Svm2G0000900 Svm3G0008150 Svm3G0031370 Svm2G0013850 Svm4G0008390 Svm8G0021820 Svm8G0026320 Svm1G0001500 Svm3G0005740 Svm3G0041400 Svm1G0017240 Svm1G0013250 Svm2G0048900 Svm5G0015900 Svm3G0004530 Svm1G0021930 Svm8G0033040 Svm8G0007870 Svm4G0014510 Svm7G0031840 Svm6G0025130 Svm1G0025530 Svm9G0009040
N010M00250	0.4212	0.000204977	Svm4G0035020 Svm9G0045980 Svm2G0029240 Svm9G0054550 Svm5G0041080 Svm1G0026780 Svm1G0001890 Svm5G0055380 Svm6G0008550 Svm9G0027210 Svm5G0037310 Svm3G0016650 Svm5G0032770 Svm4G0037140 Svm3G0017790 Svm1G0042160 Svm9G0000300 Svm9G0003950 Svm9G0007160 Svm2G0039180 Svm4G0008660 Svm8G0027170 Svm7G0032930 Svm8G0037940 Svm5G0008810 Svm7G0034020 Svm2G0017530 Svm4G0013880 Svm9G0056110 Svm5G0048220 Svm9G0069730 Svm9G0000200 Svm1G0032580 Svm2G0048580 Svm5G0032080 Svm1G0040180 Svm9G0061720 Svm9G0041390 Svm5G0008800 Svm9G0049650 Svm6G0027740
N010M00251	0.3183	0.116994	Svm2G0039310 Svm3G0005660 Svm1G0033560 Svm3G0027380 Svm5G0034810 Svm4G0006530 Svm5G0043630 Svm7G0013480 Svm5G0003080 Svm6G0026400 Svm5G0035210 Svm9G0057610 Svm7G0016770 Svm9G0024650 Svm1G0009000 Svm9G0008240 Svm9G0000200 Svm7G0022260 Svm5G0052530 Svm9G0029420 Svm2G0028080 Svm3G0026390 Svm4G0035780 Svm1G0045420 Svm3G0019220 Svm4G0013530 Svm5G0057210 Svm4G0028070 Svm6G0029170 Svm7G0023570
N010M00252	0.2005	0.869934	Svm2G0032820 Svm7G0031250 Svm3G0014370 Svm5G0040690 Svm5G0054280 Svm1G0024230 Svm2G0053370 Svm5G0030380 Svm7G0028670 Svm2G0008230 Svm5G0040400 Svm8G0001450
N010M00253	0.4452	0.000296022	Svm4G0024580 SvmCPG0000590 SvmUn2G0000280 SvmUn2G0000820 SvmUn2G0001430 SvmUn2G0002100 SvmCPG0000570 SvmUn2G0000260 SvmUn2G0000800 SvmUn2G0001410 SvmUn2G0002080 Svm9G0003270
N010M00254	0.7565	0.00000	Svm4G0029250 Svm2G0009090 Svm4G0017040 Svm5G0051950 Svm6G0002100 Svm7G0012900 Svm7G0026310 Svm9G0010740 Svm2G0036340 Svm2G0016430 Svm6G0004860 Svm4G0015110 Svm5G0025940 Svm1G0021830 Svm8G0021360 Svm5G0013360 Svm7G0040730 Svm3G0041240 Svm5G0018210 Svm9G0003730 Svm1G0018950 Svm3G0013290 Svm2G0020400 Svm5G0046370 Svm4G0021090 Svm7G0032540 Svm5G0026830 Svm9G0044330 Svm9G0026340 Svm9G0027890 Svm3G0049050 Svm2G0033010
N010M00255	0.4200	0.000888951	Svm5G0041720 Svm9G0004960 SvmCPG0000220 SvmUn2G0000530 Svm9G0035210 SvmUn2G0001050 SvmUn2G0001730 Svm7G0031030 Svm3G0027950 Svm3G0042470 Svm1G0019870 Svm2G0053210 Svm6G0012500 Svm1G0020620 Svm1G0023670 Svm1G0026930 Svm6G0018170 Svm2G0054950 Svm1G0040400 Svm6G0023200 Svm5G0043550 Svm2G0025560 Svm8G0001560
